title,year,director,image,excerpt
age of adeline,2015,,https://upload.wikimedia.org/wikipedia/en/3/33/The_Age_of_Adaline_film_poster.png,"The Age of Adaline is a 2015 American romantic fantasy film directed by Lee Toland Krieger and written by J. Mills Goodloe and Salvador Paskowitz. The film stars Blake Lively as Adaline, with Michiel Huisman, Harrison Ford, Kathy Baker, Amanda Crew, and Ellen Burstyn. Narrated by Hugh Ross, the story follows Adaline Bowman, a young woman who stops aging following an accident at the age of twenty-nine."
hacksaw ridge,2016,,https://upload.wikimedia.org/wikipedia/en/8/8a/Hacksaw_Ridge_poster.png,"Hacksaw Ridge is a 2016 epic biographical war film directed by Mel Gibson, and starring Andrew Garfield as Desmond Doss, an American combat medic in World War II who, as a Seventh-day Adventist, refused to use a weapon of any kind; Doss became the first conscientious objector to be awarded the Medal of Honor, for his service during the Battle of Okinawa. The film was written by Andrew Knight and Robert Schenkkan, based on the 2004 documentary The Conscientious Objector. The supporting cast includes Sam Worthington, Luke Bracey, Teresa Palmer, Hugo Weaving, Rachel Griffiths, and Vince Vaughn. Filming took place in Australia from September to December 2015."
arrival,2016,,https://upload.wikimedia.org/wikipedia/en/d/df/Arrival%2C_Movie_Poster.jpg,"Arrival is a 2016 American science fiction drama film directed by Denis Villeneuve and written by Eric Heisserer, based on the 1998 novella ""Story of Your Life"" by Ted Chiang. The film stars Amy Adams as Louise Banks, a linguist engaged by the United States Army to discover how to communicate with extraterrestrials who have arrived on Earth, before tensions lead to war. Jeremy Renner, Forest Whitaker, and Michael Stuhlbarg appear in supporting roles."
the nice guys,2016,,https://upload.wikimedia.org/wikipedia/en/e/e9/The_Nice_Guys_poster.png,"The Nice Guys is a 2016 American neo-noir buddy action comedy film directed by Shane Black, who co-wrote the screenplay with Anthony Bagarozzi, produced by Joel Silver, and starring Russell Crowe and Ryan Gosling in the title roles, with Angourie Rice, Matt Bomer, Margaret Qualley, Keith David, and Kim Basinger appearing in supporting roles. Set in 1970s Los Angeles, the film focuses on private eye Holland March (Gosling) and enforcer for hire Jackson Healy (Crowe) who team up to investigate the disappearance of a teenage girl (Qualley)."
rogue one,2016,,https://upload.wikimedia.org/wikipedia/en/d/d4/Rogue_One%2C_A_Star_Wars_Story_poster.png,"Rogue One: A Star Wars Story is a 2016 American epic space opera film directed by Gareth Edwards and written by Chris Weitz and Tony Gilroy. Produced by Lucasfilm and distributed by Walt Disney Studios Motion Pictures, it is the first Star Wars anthology film and a prequel to Star Wars (1977). It stars Felicity Jones, Diego Luna, Ben Mendelsohn, Donnie Yen, Mads Mikkelsen, Alan Tudyk, Riz Ahmed, Jiang Wen, and Forest Whitaker. Set a week before the events of Star Wars, the film follows rebels who steal the schematics for the Galactic Empire's ultimate weapon, the Death Star. It details the Rebel Alliance's first effective victory against the Empire, as referenced in the Star Wars opening crawl."
kubo and the two strings,2016,,https://upload.wikimedia.org/wikipedia/en/c/c4/Kubo_and_the_Two_Strings_poster.png,"Kubo and the Two Strings is a 2016 American independent stop-motion animated fantasy film directed by Travis Knight and written by Marc Haimes and Chris Butler. Produced by Laika, the film stars the voices of Charlize Theron, Art Parkinson, Ralph Fiennes, Rooney Mara, George Takei, and Matthew McConaughey. Set in feudal Japan, the film revolves around Kubo, a young boy who wields a magical musical instrument and whose left eye was stolen during infancy. Accompanied by an anthropomorphic Japanese macaque charm and a human/stag beetle hybrid, he must embark on a quest to defeat his mother's baleful twin sisters and his ominous grandfather, the Moon King, who is responsible for stealing his left eye."
war dogs,2016,,https://upload.wikimedia.org/wikipedia/en/5/52/War_Dogs_2016_poster.jpg,"War Dogs is a 2016 American black comedy crime film directed by Todd Phillips, and written by Phillips, Jason Smilovic and Stephen Chin, based on the 2011 Rolling Stone article ""Arms and the Dudes"" by Guy Lawson. It stars Jonah Hill, Miles Teller, Ana de Armas, and Bradley Cooper, who also produced. The film follows two arms dealers, Efraim Diveroli and David Packouz, who receive a U.S. Army contract to supply ammunitions for the Afghan National Army worth approximately $300 million."
now you see me 2,2016,,https://upload.wikimedia.org/wikipedia/en/9/9a/Now_You_See_Me_2_poster.jpg,"Now You See Me 2 is a 2016 American heist film directed by Jon M. Chu from a screenplay by Ed Solomon and a story by Solomon and Peter Chiarelli. It serves as a sequel to Now You See Me (2013) and the second installment in the Now You See Me series. The film stars an ensemble cast that includes Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco, Ben Lamb, Daniel Radcliffe, Lizzy Caplan, Jay Chou, Sanaa Lathan, Michael Caine, and Morgan Freeman. The plot has the Four Horsemen and their leader Dylan Rhodes recruited by Walter Mabry, a criminal mastermind, to steal a data chip."
secret life of pets,2016,,https://upload.wikimedia.org/wikipedia/en/6/64/The_Secret_Life_of_Pets_poster.jpg,"The Secret Life of Pets is a 2016 American animated comedy film directed by Chris Renaud and written by Brian Lynch, Cinco Paul, and Ken Daurio. Produced by Universal Pictures and Illumination Entertainment, and distributed by Universal, the film stars the voices of Louis C.K., Eric Stonestreet, Jenny Slate, Kevin Hart, Lake Bell, Hannibal Buress, Bobby Moynihan, Dana Carvey, Ellie Kemper, Steve Coogan, and Albert Brooks. Taking place in New York City, the film's plot follows the relationship between a spoiled terrier named Max and a giant, unruly dog named Duke. It also follows what other pets do when their owners are gone for the day."
sing,2016,,https://upload.wikimedia.org/wikipedia/en/b/bb/Sing_%282016_film%29_poster.jpg,"Sing is a 2016 American animated musical comedy film written and directed by Garth Jennings. Produced by Universal Pictures and Illumination Entertainment, the film stars the voices of Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly, Taron Egerton, and Tori Kelly. Set in a world inhabited by anthropomorphic animals, the film focuses on a koala named Buster Moon, a struggling theater owner who stages a singing competition in an effort to prevent his theater from entering foreclosure, as well as how the competition interferes with the personal lives of its contestants."
hell or high water,2016,,https://upload.wikimedia.org/wikipedia/en/8/8f/Hell_or_High_Water_film_poster.png,"Hell or High Water is a 2016 American neo-Western crime drama film directed by David Mackenzie and written by Taylor Sheridan. It follows two brothers who carry out a series of bank robberies to save their family ranch, while being pursued by two Texas Rangers. It was the final film produced by OddLot Entertainment before its dissolution in 2015."
baby driver,2017,,https://upload.wikimedia.org/wikipedia/en/8/8e/Baby_Driver_poster.jpg,"Baby Driver is a 2017 action film written and directed by Edgar Wright. It stars Ansel Elgort as Baby, a getaway driver seeking freedom from a life of crime with his girlfriend Debora. Kevin Spacey, Jon Hamm, Eiza González, Jon Bernthal and Jamie Foxx appear in supporting roles. Eric Fellner and his Working Title Films partner Tim Bevan produced Baby Driver in association with Big Talk Productions' Nira Park. Sony and TriStar Pictures handled commercial distribution of the film. Baby Driver was financed through tax subsidies from the Georgia state government and a co-production pact between TriStar and MRC."
blade runner 2049,2017,,https://upload.wikimedia.org/wikipedia/en/9/9b/Blade_Runner_2049_poster.png,"Blade Runner 2049 is a 2017 American science fiction film directed by Denis Villeneuve from a screenplay by Hampton Fancher and Michael Green, based on a story by Fancher. A sequel to Blade Runner (1982), the film stars Ryan Gosling and Harrison Ford, with Ana de Armas, Sylvia Hoeks, Robin Wright, Mackenzie Davis, Dave Bautista, and Jared Leto in supporting roles. Ford and Edward James Olmos reprise their roles from the previous film as Rick Deckard and Gaff, respectively. Gosling plays K, a ""blade runner"" who uncovers a secret that threatens to destabilize society and the course of civilization."
molly's game,2017,,https://upload.wikimedia.org/wikipedia/en/c/ce/Molly%27s_Game.png,"Molly's Game is a 2017 American biographical film written and directed by Aaron Sorkin, based on the 2014 memoir by Molly Bloom. The film follows Molly, a former Olympic-class skier, as she runs the world's most exclusive underground poker empire and becomes the target of an FBI investigation. It stars Jessica Chastain as Molly, with Idris Elba as her lawyer and Kevin Costner as her father, alongside Michael Cera, Jeremy Strong, Chris O'Dowd, Joe Keery, Brian D'Arcy James, and Bill Camp."
war for the planet of the apes,2017,,https://upload.wikimedia.org/wikipedia/en/d/d7/War_for_the_Planet_of_the_Apes_poster.jpg,"War for the Planet of the Apes is a 2017 American science fiction action film directed by Matt Reeves, who co-wrote it with Mark Bomback. The sequel to Dawn of the Planet of the Apes (2014), it is the third installment in the Planet of the Apes reboot film series and the ninth film overall. It stars Andy Serkis alongside Woody Harrelson and Steve Zahn. The film concludes the story of Caesar as he sets out to avenge those he has lost in the war between apes and humans."
three billboards outside ebbing missouri,2017,,https://upload.wikimedia.org/wikipedia/en/c/c7/Three_Billboards_Outside_Ebbing%2C_Missouri_poster.png,"Three Billboards Outside Ebbing, Missouri is a 2017 dark comedy crime film written, directed, and produced by Martin McDonagh. It stars Frances McDormand as Mildred Hayes, a Missouri woman who rents three roadside billboards to draw attention to her daughter's unsolved rape and murder. Woody Harrelson, Sam Rockwell, Abbie Cornish, John Hawkes, and Peter Dinklage appear in supporting roles. The film was theatrically released in the United States in November 2017 and in the United Kingdom in January 2018 by Fox Searchlight Pictures, and it grossed $162 million at the worldwide box office."
thor: ragnarok,2017,,https://upload.wikimedia.org/wikipedia/en/7/7d/Thor_Ragnarok_poster.jpg,"Thor: Ragnarok is a 2017 American superhero film based on the Marvel Comics character Thor, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is the sequel to Thor (2011) and Thor: The Dark World (2013), and is the 17th film in the Marvel Cinematic Universe (MCU). The film was directed by Taika Waititi from a screenplay by Eric Pearson and the writing team of Craig Kyle and Christopher Yost, and stars Chris Hemsworth as Thor alongside Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Mark Ruffalo, and Anthony Hopkins. In the film, Thor must escape the alien planet Sakaar in time to save Asgard from Hela (Blanchett) and the impending Ragnarök."
the post,2017,,https://upload.wikimedia.org/wikipedia/en/0/0b/The_Post_%28film%29.png,"The Post is a 2017 American political thriller film about The Washington Post and the publication of the Pentagon Papers. It was directed and produced by Steven Spielberg, and written by Liz Hannah and Josh Singer. It stars Meryl Streep as Katharine Graham, the publisher of the Washington Post, and Tom Hanks as Ben Bradlee, the longtime executive editor of The Washington Post, with Sarah Paulson, Bob Odenkirk, Tracy Letts, Bradley Whitford, David Cross, Bruce Greenwood, Carrie Coon, Alison Brie, and Matthew Rhys in supporting roles."
